prefix,file,dependency_count,dependencies
core::backend::cpu::CpuBackend::generate_secure_powers,core/backend/cpu/CpuBackend/generate_secure_powers.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::iter::adapters::scan::Scan;core::ops::range::Range;core::option::Option;stwo_prover::core::fields::qm31::QM31;usize
core::backend::cpu::blake2s,core/backend/cpu/blake2s.rs,7,itertools::Itertools;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::fields::m31::BaseField;stwo_prover::core::vcs::blake2_hash::Blake2sHash;stwo_prover::core::vcs::blake2_merkle::Blake2sMerkleHasher;stwo_prover::core::vcs::ops::MerkleHasher;stwo_prover::core::vcs::ops::MerkleOps
core::backend::cpu::circle::circle_twiddles_from_line_twiddles,core/backend/cpu/circle/circle_twiddles_from_line_twiddles.rs,7,core::iter::adapters::array_chunks::ArrayChunks;core::iter::adapters::flatten::FlatMap;core::iter::traits::iterator::Iterator;core::marker::Sized;core::slice::iter::Iter;stwo_prover::core::fields::m31::M31;usize
core::backend::cpu::lookups::gkr::eval_grand_product_sum,core/backend/cpu/lookups/gkr/eval_grand_product_sum.rs,7,core::ops::range::Range;core::option::Option;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::gkr_prover::EqEvals;stwo_prover::core::lookups::mle::Mle;usize
core::backend::simd::accumulation,core/backend/simd/accumulation.rs,7,itertools::Itertools;stwo_prover::core::air::accumulation::AccumulationOps;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::qm31::PackedSecureField;stwo_prover::core::fields::qm31::SecureField;stwo_prover::core::fields::secure_column::SecureColumnByCoords
core::backend::simd::bit_reverse::bit_reverse_m31,core/backend/simd/bit_reverse/bit_reverse_m31.rs,7,bool;core::ops::range::Range;core::option::Option;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::utils::UnsafeMut;u32;usize
core::backend::simd::column::BaseColumn::as_mut_slice,core/backend/simd/column/BaseColumn/as_mut_slice.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::RangeTo;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::fields::m31::M31;usize
core::backend::simd::column::BaseColumn::as_slice,core/backend/simd/column/BaseColumn/as_slice.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::RangeTo;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::fields::m31::M31;usize
core::backend::simd::column::BaseColumn::from,core/backend/simd/column/BaseColumn/from.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;usize
core::backend::simd::column::VeryPackedBaseColumn::at,core/backend/simd/column/VeryPackedBaseColumn/at.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;stwo_prover::core::fields::m31::M31;usize
core::backend::simd::column::VeryPackedBaseColumn::from,core/backend/simd/column/VeryPackedBaseColumn/from.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;usize
core::backend::simd::column::VeryPackedBaseColumn::set,core/backend/simd/column/VeryPackedBaseColumn/set.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;stwo_prover::core::fields::m31::M31;usize
core::backend::simd::column::VeryPackedSecureColumnByCoords::packed_len,core/backend/simd/column/VeryPackedSecureColumnByCoords/packed_len.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::simd::column::VeryPackedBaseColumn;stwo_prover::core::backend::simd::column::VeryPackedSecureColumnByCoords;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;usize
core::backend::simd::domain::CircleDomainBitRevIterator::start_at,core/backend/simd/domain/CircleDomainBitRevIterator/start_at.rs,7,stwo_prover::core::backend::simd::domain::CircleDomainBitRevIterator;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::circle::CirclePoint;stwo_prover::core::fields::m31::M31;stwo_prover::core::poly::circle::domain::CircleDomain;u32;usize
core::backend::simd::prefix_sum::inclusive_prefix_sum_slow,core/backend/simd/prefix_sum/inclusive_prefix_sum_slow.rs,7,alloc::alloc::Global;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;core::iter::adapters::scan::Scan;core::option::Option;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::fields::m31::M31
core::backend::simd::very_packed_m31::Vectorized::fmt,core/backend/simd/very_packed_m31/Vectorized/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;usize
core::backend::simd::very_packed_m31::Vectorized::from_array,core/backend/simd/very_packed_m31/Vectorized/from_array.rs,7,core::array::TryFromSliceError;core::ops::range::Range;core::result::Result;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::backend::simd::very_packed_m31::Vectorized;stwo_prover::core::fields::m31::M31;usize
core::channel::ChannelTime::fmt,core/channel/ChannelTime/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::channel::ChannelTime;usize
core::channel::blake2s::Blake2sChannel::draw_felt,core/channel/blake2s/Blake2sChannel/draw_felt.rs,7,core::array::TryFromSliceError;core::ops::range::RangeTo;core::result::Result;stwo_prover::core::channel::blake2s::Blake2sChannel;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
core::channel::poseidon252::Poseidon252Channel::draw_felt,core/channel/poseidon252/Poseidon252Channel/draw_felt.rs,7,core::array::TryFromSliceError;core::ops::range::RangeTo;core::result::Result;stwo_prover::core::channel::poseidon252::Poseidon252Channel;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
core::circle::CirclePointIndex::fmt,core/circle/CirclePointIndex/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::core::circle::CirclePointIndex;usize
core::circle::Coset::double,core/circle/Coset/double.rs,7,bool;stwo_prover::core::circle::CirclePoint;stwo_prover::core::circle::CirclePointIndex;stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::M31;u32;usize
core::circle::CosetIterator,core/circle/CosetIterator.rs,7,bool;core::option::Option;stwo_prover::core::circle::CosetIterator;stwo_prover::core::circle::CosetIterator::Item;stwo_prover::core::circle::CosetIterator::clone;stwo_prover::core::circle::CosetIterator::next;usize
core::constraints::coset_vanishing,core/constraints/coset_vanishing.rs,7,core::ops::range::Range;core::option::Option;stwo_prover::core::circle::CirclePoint;stwo_prover::core::circle::CirclePointIndex;stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::M31;u32
core::fields::batch_inverse_in_place,core/fields/batch_inverse_in_place.rs,7,bool;core::iter::adapters::rev::Rev;core::ops::range::Range;core::ops::range::RangeFrom;core::ops::range::RangeTo;core::option::Option;usize
core::fields::secure_column::SecureColumnByCoords::packed_len,core/fields/secure_column/SecureColumnByCoords/packed_len.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::m31::PackedM31;stwo_prover::core::fields::secure_column::SecureColumnByCoords;usize
core::fields::secure_column::SecureColumnByCoordsIter::next,core/fields/secure_column/SecureColumnByCoordsIter/next.rs,7,bool;core::option::Option;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::fields::secure_column::SecureColumnByCoords;stwo_prover::core::fields::secure_column::SecureColumnByCoordsIter;usize
core::fri::CirclePolyDegreeBound::fmt,core/fri/CirclePolyDegreeBound/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::fri::CirclePolyDegreeBound;u32
core::fri::FriFirstLayerProver::new,core/fri/FriFirstLayerProver/new.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::fields::m31::M31;stwo_prover::core::fri::FriFirstLayerProver;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::secure_poly::SecureEvaluation;stwo_prover::core::vcs::prover::MerkleProver
core::fri::LinePolyDegreeBound::fmt,core/fri/LinePolyDegreeBound/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::fri::LinePolyDegreeBound;u32
core::lookups::gkr_prover::GkrMultivariatePolyOracle::fix_first_variable,core/lookups/gkr_prover/GkrMultivariatePolyOracle/fix_first_variable.rs,7,alloc::borrow::Cow;bool;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::gkr_prover::EqEvals;stwo_prover::core::lookups::gkr_prover::GkrMultivariatePolyOracle;stwo_prover::core::lookups::gkr_prover::Layer;usize
core::lookups::gkr_prover::Layer::to_cpu,core/lookups/gkr_prover/Layer/to_cpu.rs,7,alloc::alloc::Global;alloc::vec::Vec;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::gkr_prover::Layer;stwo_prover::core::lookups::mle::Mle
core::lookups::gkr_verifier::GkrMask::reduce_at_point,core/lookups/gkr_verifier/GkrMask/reduce_at_point.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::iter::adapters::map::Map;core::slice::iter::Iter;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::gkr_verifier::GkrMask;usize
core::lookups::gkr_verifier::GkrMask::to_rows,core/lookups/gkr_verifier/GkrMask/to_rows.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::iter::adapters::map::Map;core::slice::iter::Iter;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::gkr_verifier::GkrMask;usize
core::lookups::mle::Mle::sum_as_poly_in_first_variable,core/lookups/mle/Mle/sum_as_poly_in_first_variable.rs,7,core::ops::range::Range;core::slice::iter::Iter;stwo_prover::core::backend::cpu::CpuBackend;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::mle::Mle;stwo_prover::core::lookups::utils::UnivariatePoly;usize
core::lookups::utils::UnivariatePoly::add,core/lookups/utils/UnivariatePoly/add.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::Range;core::option::Option;str;stwo_prover::core::lookups::utils::UnivariatePoly;usize
core::pcs::TreeSubspan::fmt,core/pcs/TreeSubspan/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::pcs::TreeSubspan;usize
core::pcs::prover::CommitmentSchemeProver::polynomials,core/pcs/prover/CommitmentSchemeProver/polynomials.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::slice::iter::Iter;stwo_prover::core::pcs::prover::CommitmentSchemeProver;stwo_prover::core::pcs::prover::CommitmentTreeProver;stwo_prover::core::pcs::utils::TreeVec;stwo_prover::core::poly::circle::poly::CirclePoly
core::pcs::utils::TreeVec::append_cols,core/pcs/utils/TreeVec/append_cols.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::iter::adapters::zip::Zip;core::option::Option;core::slice::iter::IterMut;stwo_prover::core::pcs::utils::TreeVec;usize
core::pcs::utils::TreeVec::zip,core/pcs/utils/TreeVec/zip.rs,7,alloc::alloc::Global;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;core::convert::Into;core::iter::adapters::zip::Zip;core::marker::Sized;stwo_prover::core::pcs::utils::TreeVec
core::pcs::utils::TreeVec::zip_eq,core/pcs/utils/TreeVec/zip_eq.rs,7,alloc::alloc::Global;alloc::vec::Vec;alloc::vec::into_iter::IntoIter;core::convert::Into;core::marker::Sized;itertools::zip_eq_impl::ZipEq;stwo_prover::core::pcs::utils::TreeVec
core::poly::BitReversedOrder,core/poly/BitReversedOrder.rs,7,core::fmt::Error;core::fmt::Formatter;core::result::Result;str;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::BitReversedOrder::clone;stwo_prover::core::poly::BitReversedOrder::fmt
core::poly::NaturalOrder,core/poly/NaturalOrder.rs,7,core::fmt::Error;core::fmt::Formatter;core::result::Result;str;stwo_prover::core::poly::NaturalOrder;stwo_prover::core::poly::NaturalOrder::clone;stwo_prover::core::poly::NaturalOrder::fmt
core::poly::circle::canonic::CanonicCoset::fmt,core/poly/circle/canonic/CanonicCoset/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::circle::Coset;stwo_prover::core::poly::circle::canonic::CanonicCoset
core::poly::circle::domain::CircleDomain::fmt,core/poly/circle/domain/CircleDomain/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::circle::Coset;stwo_prover::core::poly::circle::domain::CircleDomain
core::poly::circle::evaluation::CircleEvaluation::interpolate,core/poly/circle/evaluation/CircleEvaluation/interpolate.rs,7,stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::M31;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;stwo_prover::core::poly::circle::poly::CirclePoly;stwo_prover::core::poly::twiddles::TwiddleTree
core::poly::circle::poly::CirclePoly::evaluate,core/poly/circle/poly/CirclePoly/evaluate.rs,7,stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::M31;stwo_prover::core::poly::BitReversedOrder;stwo_prover::core::poly::circle::domain::CircleDomain;stwo_prover::core::poly::circle::evaluation::CircleEvaluation;stwo_prover::core::poly::circle::poly::CirclePoly;stwo_prover::core::poly::twiddles::TwiddleTree
core::poly::line::LineDomain::fmt,core/poly/line/LineDomain/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::circle::Coset;stwo_prover::core::poly::line::LineDomain
core::poly::line::LinePoly::eval_at_point,core/poly/line/LinePoly/eval_at_point.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::Range;core::option::Option;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::poly::line::LinePoly;u32
core::poly::line::LinePoly::new,core/poly/line/LinePoly/new.rs,7,alloc::alloc::Global;alloc::vec::Vec;bool;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::poly::line::LinePoly;u32;usize
core::prover::InvalidOodsSampleStructure,core/prover/InvalidOodsSampleStructure.rs,7,core::fmt::Error;core::fmt::Formatter;core::result::Result;str;stwo_prover::core::prover::InvalidOodsSampleStructure;stwo_prover::core::prover::InvalidOodsSampleStructure::clone;stwo_prover::core::prover::InvalidOodsSampleStructure::fmt
core::prover::ProvingError,core/prover/ProvingError.rs,7,core::fmt::Error;core::fmt::Formatter;core::result::Result;str;stwo_prover::core::prover::ProvingError;stwo_prover::core::prover::ProvingError::clone;stwo_prover::core::prover::ProvingError::fmt
core::prover::StarkProof::fmt,core/prover/StarkProof/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::core::pcs::prover::CommitmentSchemeProof;stwo_prover::core::prover::StarkProof
core::prover::StarkProofSizeBreakdown::fmt,core/prover/StarkProofSizeBreakdown/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::core::prover::StarkProofSizeBreakdown;usize
core::vcs::blake2_hash::Blake2sHash::fmt,core/vcs/blake2_hash/Blake2sHash/fmt.rs,7,alloc::string::String;core::fmt::Error;core::fmt::Formatter;core::result::Result;stwo_prover::core::vcs::blake2_hash::Blake2sHash;u8;usize
core::vcs::blake3_hash::Blake3Hash::fmt,core/vcs/blake3_hash/Blake3Hash/fmt.rs,7,alloc::string::String;core::fmt::Error;core::fmt::Formatter;core::result::Result;stwo_prover::core::vcs::blake3_hash::Blake3Hash;u8;usize
core::vcs::prover::MerkleDecommitment::partial_cmp,core/vcs/prover/MerkleDecommitment/partial_cmp.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::cmp::Ordering;core::option::Option;stwo_prover::core::fields::m31::M31;stwo_prover::core::vcs::prover::MerkleDecommitment;u8
examples::blake::XorElements12::fmt,examples/blake/XorElements12/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::XorElements12
examples::blake::XorElements4::fmt,examples/blake/XorElements4/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::XorElements4
examples::blake::XorElements7::fmt,examples/blake/XorElements7/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::XorElements7
examples::blake::XorElements8::fmt,examples/blake/XorElements8/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::XorElements8
examples::blake::XorElements9::fmt,examples/blake/XorElements9/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::XorElements9
examples::blake::air::AllElements,examples/blake/air/AllElements.rs,7,core::marker::Sized;stwo_prover::core::channel::Channel;stwo_prover::examples::blake::BlakeXorElements;stwo_prover::examples::blake::air::AllElements;stwo_prover::examples::blake::air::AllElements::draw;stwo_prover::examples::blake::round::RoundElements;stwo_prover::examples::blake::scheduler::BlakeElements
examples::blake::round::RoundElements::fmt,examples/blake/round/RoundElements/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::round::RoundElements
examples::blake::scheduler::BlakeElements::fmt,examples/blake/scheduler/BlakeElements/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::blake::scheduler::BlakeElements
examples::plonk::Plonk::fmt,examples/plonk/Plonk/fmt.rs,7,alloc::string::String;core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;str;stwo_prover::examples::plonk::Plonk
examples::plonk::PlonkLookupElements::fmt,examples/plonk/PlonkLookupElements/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::plonk::PlonkLookupElements
examples::poseidon::PoseidonElements::fmt,examples/poseidon/PoseidonElements/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::poseidon::PoseidonElements
examples::poseidon::eval_poseidon_constraints,examples/poseidon/eval_poseidon_constraints.rs,7,core::ops::range::Range;core::option::Option;core::slice::iter::IterMut;stwo_prover::constraint_framework::RelationEntry;stwo_prover::core::fields::m31::M31;stwo_prover::examples::poseidon::PoseidonElements;usize
examples::state_machine::components::StateMachineElements::fmt,examples/state_machine/components/StateMachineElements/fmt.rs,7,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugTuple;core::result::Result;str;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::examples::state_machine::components::StateMachineElements
examples::xor::gkr_lookups::accumulation::DynMle::into_secure_mle,examples/xor/gkr_lookups/accumulation/DynMle/into_secure_mle.rs,7,stwo_prover::core::backend::simd::SimdBackend;stwo_prover::core::backend::simd::column::BaseColumn;stwo_prover::core::backend::simd::column::SecureColumn;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::mle::Mle;stwo_prover::examples::xor::gkr_lookups::accumulation::DynMle
examples::xor::gkr_lookups::accumulation::MleCollection::default,examples/xor/gkr_lookups/accumulation/MleCollection/default.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::option::Option;stwo_prover::examples::xor::gkr_lookups::accumulation::DynMle;stwo_prover::examples::xor::gkr_lookups::accumulation::MleCollection;u32;usize
examples::xor::gkr_lookups::accumulation::MleCollection::push,examples/xor/gkr_lookups/accumulation/MleCollection/push.rs,7,alloc::alloc::Global;alloc::vec::Vec;core::convert::Into;core::marker::Sized;core::option::Option;stwo_prover::examples::xor::gkr_lookups::accumulation::DynMle;stwo_prover::examples::xor::gkr_lookups::accumulation::MleCollection
examples::xor::gkr_lookups::mle_eval::eval_step_selector_with_offset,examples/xor/gkr_lookups/mle_eval/eval_step_selector_with_offset.rs,7,stwo_prover::core::circle::CirclePoint;stwo_prover::core::circle::Coset;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;u128;u32;usize
constraint_framework::assert::AssertEvaluator::finalize_logup,constraint_framework/assert/AssertEvaluator/finalize_logup.rs,8,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::Range;stwo_prover::constraint_framework::assert::AssertEvaluator;stwo_prover::constraint_framework::logup::LogupAtRow;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::utils::Fraction;usize
constraint_framework::cpu_domain::CpuDomainEvaluator::finalize_logup,constraint_framework/cpu_domain/CpuDomainEvaluator/finalize_logup.rs,8,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::Range;stwo_prover::constraint_framework::cpu_domain::CpuDomainEvaluator;stwo_prover::constraint_framework::logup::LogupAtRow;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::utils::Fraction;usize
constraint_framework::expr::BaseExpr::assign,constraint_framework/expr/BaseExpr/assign.rs,8,alloc::string::String;isize;std::collections::hash::map::HashMap;std::hash::random::RandomState;stwo_prover::constraint_framework::expr::BaseExpr;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
constraint_framework::expr::BaseExpr::eval_expr,constraint_framework/expr/BaseExpr/eval_expr.rs,8,alloc::alloc::Global;alloc::boxed::Box;alloc::string::String;isize;stwo_prover::constraint_framework::expr::BaseExpr;stwo_prover::constraint_framework::expr::ColumnExpr;stwo_prover::core::fields::m31::M31;usize
constraint_framework::expr::BaseExpr::is_zero,constraint_framework/expr/BaseExpr/is_zero.rs,8,bool;core::fmt::Arguments;core::fmt::rt::Argument;core::fmt::rt::Placeholder;core::fmt::rt::UnsafeArg;str;stwo_prover::constraint_framework::expr::BaseExpr;usize
constraint_framework::expr::ColumnExpr::fmt,constraint_framework/expr/ColumnExpr/fmt.rs,8,core::fmt::Error;core::fmt::Formatter;core::fmt::builders::DebugStruct;core::result::Result;isize;str;stwo_prover::constraint_framework::expr::ColumnExpr;usize
constraint_framework::expr::ExtExpr::assign,constraint_framework/expr/ExtExpr/assign.rs,8,alloc::string::String;isize;std::collections::hash::map::HashMap;std::hash::random::RandomState;stwo_prover::constraint_framework::expr::ExtExpr;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
constraint_framework::expr::ExtExpr::collect_variables,constraint_framework/expr/ExtExpr/collect_variables.rs,8,alloc::alloc::Global;alloc::boxed::Box;alloc::string::String;stwo_prover::constraint_framework::expr::BaseExpr;stwo_prover::constraint_framework::expr::ExtExpr;stwo_prover::constraint_framework::expr::assignment::ExprVariables;stwo_prover::core::fields::qm31::QM31;usize
constraint_framework::expr::ExtExpr::eq,constraint_framework/expr/ExtExpr/eq.rs,8,alloc::alloc::Global;alloc::boxed::Box;alloc::string::String;bool;stwo_prover::constraint_framework::expr::BaseExpr;stwo_prover::constraint_framework::expr::ExtExpr;stwo_prover::core::fields::qm31::QM31;usize
constraint_framework::expr::ExtExpr::from,constraint_framework/expr/ExtExpr/from.rs,8,alloc::alloc::Global;alloc::boxed::Box;stwo_prover::constraint_framework::expr::BaseExpr;stwo_prover::constraint_framework::expr::ExtExpr;stwo_prover::core::fields::cm31::CM31;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
constraint_framework::expr::ExtExpr::is_zero,constraint_framework/expr/ExtExpr/is_zero.rs,8,bool;core::fmt::Arguments;core::fmt::rt::Argument;core::fmt::rt::Placeholder;core::fmt::rt::UnsafeArg;str;stwo_prover::constraint_framework::expr::ExtExpr;usize
constraint_framework::expr::ExtExpr::unchecked_simplify,constraint_framework/expr/ExtExpr/unchecked_simplify.rs,8,alloc::alloc::Global;alloc::boxed::Box;bool;stwo_prover::constraint_framework::expr::BaseExpr;stwo_prover::constraint_framework::expr::ExtExpr;stwo_prover::core::fields::m31::M31;stwo_prover::core::fields::qm31::QM31;usize
constraint_framework::expr::evaluator::ExprEvaluator::finalize_logup,constraint_framework/expr/evaluator/ExprEvaluator/finalize_logup.rs,8,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::Range;stwo_prover::constraint_framework::expr::ExtExpr;stwo_prover::constraint_framework::expr::evaluator::ExprEvaluator;stwo_prover::constraint_framework::expr::evaluator::FormalLogupAtRow;stwo_prover::core::lookups::utils::Fraction;usize
constraint_framework::info::InfoEvaluator::finalize_logup,constraint_framework/info/InfoEvaluator/finalize_logup.rs,8,alloc::alloc::Global;alloc::vec::Vec;core::ops::range::Range;stwo_prover::constraint_framework::info::ArithmeticCounter;stwo_prover::constraint_framework::info::InfoEvaluator;stwo_prover::constraint_framework::logup::LogupAtRow;stwo_prover::core::lookups::utils::Fraction;usize
constraint_framework::info::LogupCountPerRow::iter,constraint_framework/info/LogupCountPerRow/iter.rs,8,alloc::string::String;core::iter::traits::iterator::Iterator;core::marker::Sized;std::collections::hash::map::HashMap;std::collections::hash::map::Iter;std::hash::random::RandomState;stwo_prover::constraint_framework::info::LogupCountPerRow;usize
constraint_framework::logup::LogupAtRow::drop,constraint_framework/logup/LogupAtRow/drop.rs,8,bool;core::fmt::Arguments;core::fmt::rt::Argument;core::fmt::rt::Placeholder;core::fmt::rt::UnsafeArg;str;stwo_prover::constraint_framework::logup::LogupAtRow;usize
constraint_framework::logup::LogupAtRow::dummy,constraint_framework/logup/LogupAtRow/dummy.rs,8,alloc::alloc::Global;alloc::vec::Vec;bool;stwo_prover::constraint_framework::logup::LogupAtRow;stwo_prover::core::fields::qm31::QM31;stwo_prover::core::lookups::utils::Fraction;u32;usize
constraint_framework::logup::LookupElements::draw,constraint_framework/logup/LookupElements/draw.rs,8,alloc::alloc::Global;alloc::vec::Vec;core::marker::Sized;core::result::Result;stwo_prover::constraint_framework::logup::LookupElements;stwo_prover::core::channel::Channel;stwo_prover::core::fields::qm31::QM31;usize
